Epoch	Timestep	Runtime_in_h	Avg_Epi_Ret	Std_Epi_Ret	Max_Epi_Ret	Min_Epi_Ret	Avg_Eval_ret	Std_Eval_ret	Max_Eval_ret	Min_Eval_ret	Avg_Q_val	Std_Q_val	Max_Q_val	Min_Q_val	Critic_loss	Actor_loss	Avg_Actor_CurFE	Std_Actor_CurFE	Avg_Actor_ExtMemory	Std_Actor_ExtMemory	Avg_Critic_CurFE	Std_Critic_CurFE	Avg_Critic_ExtMemory	Std_Critic_ExtMemory
56	279999	10.79372698823611	1087.7513	28.997063	1126.6481	1057.0546	1124.8284	38.981407	1202.7816	1074.0785	41.454536	0.7091029	43.42077	38.60747	0.9257506	-41.333042	0.12729114	0.002662093	0.0072874282	0.0024679634	0.54964095	0.0051866733	0.0022217832	0.0015999846
57	284999	10.994386622905731	759.60114	283.39523	1042.9963	476.2059	1122.4971	58.096	1208.5709	1054.7764	41.131573	0.7867673	43.249813	37.364532	1.0148358	-41.00815	0.12799211	0.0029618018	0.0059768152	0.0026969733	0.5494038	0.0053301295	0.0028408405	0.0014261209
58	289999	11.194804587496652	857.7639	422.81284	1133.6989	126.257904	1135.4309	56.9238	1209.2875	1058.9161	41.085175	0.8031245	43.40156	37.36131	0.9935667	-40.960625	0.12757835	0.0026847252	0.0060211713	0.0026864782	0.5491885	0.0053010425	0.0026022093	0.00139216
59	294999	11.395256385736996	1092.772	46.793274	1139.5653	1045.9788	1154.0574	36.65661	1200.775	1069.0719	41.163147	0.789668	43.18201	37.287464	0.9380158	-41.040524	0.12968288	0.0027035312	0.004678928	0.003091885	0.54865676	0.0054160035	0.0042272676	0.0013780006
60	299999	11.595852260457145	1156.7723	5.2172937	1163.1523	1150.3727	1106.3319	79.43293	1202.4536	979.1253	41.383255	0.7806489	43.45042	37.67202	0.9862544	-41.26695	0.13033186	0.0027336122	0.0028546562	0.0026052522	0.55142987	0.005466389	0.0048385365	0.0013835595
61	304999	11.796248907777999	839.7466	250.07346	1089.8201	589.67316	1145.1737	57.85206	1230.076	1038.5343	41.228558	0.8441365	43.58007	36.426674	0.9600278	-41.108383	0.13071406	0.002817571	0.004273346	0.0026022391	0.55153334	0.005418708	0.0049731005	0.0015403526
62	309999	11.996675282319387	852.79395	292.4165	1077.3762	439.78168	1171.5227	60.555054	1236.7045	1057.827	41.098755	0.8585079	43.54267	35.9709	1.0160695	-40.97494	0.12928186	0.0029825685	0.000566244	0.002577769	0.5513373	0.0055119023	0.004795428	0.0013667056
63	314999	12.199440840217802	1098.0609	40.679035	1141.2616	1043.5599	1175.3826	52.11288	1215.3154	1073.9624	41.066444	0.84245384	43.590183	37.912872	0.9326892	-40.941883	0.12995644	0.0028945266	0.00064451044	0.0023803257	0.5515957	0.005597712	0.005767954	0.0013027592
64	319999	12.401504386994574	953.2833	206.63351	1159.9169	746.64984	1162.0764	63.136154	1224.7578	1044.8175	41.127155	0.86856437	43.719997	37.460384	0.99792314	-41.007805	0.13029227	0.00295459	0.0004384551	0.0023663354	0.5535546	0.00560856	0.005848542	0.0013320724
65	324999	12.603202020923296	1108.5377	46.206684	1161.9734	1049.246	1193.2537	42.33855	1228.178	1110.6938	41.288258	0.8637789	43.69839	37.84376	1.0935078	-41.168934	0.13041508	0.002866362	-0.0017535866	0.0023651924	0.55618155	0.0054835463	0.008475532	0.0017901777
66	329999	12.803750637306107	960.4051	229.08118	1173.945	642.64264	1182.9918	46.74907	1222.8956	1078.6619	41.21324	0.8820841	43.62616	37.268597	0.9325923	-41.09315	0.1300577	0.0032145036	-0.00073767744	0.002370286	0.5546045	0.005392176	0.011737793	0.0020252543
